Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"A Otálora-Ardila, FZ Farneda, CFJ Meyer, ...","Trait-mediated filtering predicts phyllostomid bat responses to habitat disturbance in the Orinoco Llanos",2024,"Biodiversity and …","Springer","https://link.springer.com/article/10.1007/s10531-024-02792-2","https://scholar.google.com/scholar?cites=4034257168934272992&as_sdt=2005&sciodt=2007&hl=en",32,"2025-01-07 12:13:53","","10.1007/s10531-024-02792-2","","",,,,,2,2.00,1,4,1,"Which functional traits allow a bat species to survive habitat disturbance? Empirical evidence regarding this question remains limited for many tropical regions despite their importance …","","https://scholar.google.com/scholar?q=related:4H_mToWP_DcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
297,"M Hajibabaei, GAC Singer, EL Clare, PDN Hebert","Design and applicability of DNA arrays and DNA barcodes in biodiversity monitoring",2007,"BMC biology","Springer","https://link.springer.com/article/10.1186/1741-7007-5-24","https://scholar.google.com/scholar?cites=6013010187784226962&as_sdt=2005&sciodt=2007&hl=en",33,"2025-01-07 12:13:53","HTML","10.1186/1741-7007-5-24","","",,,,,297,16.50,74,4,18,"… We refer to this dataset as the bat dataset. Finally, a third dataset was used as an extension to the bat dataset to compare the utility of both COI and cytb in DNA barcoding of 34 …","https://link.springer.com/article/10.1186/1741-7007-5-24","https://scholar.google.com/scholar?q=related:kgivUeiAclMJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
27,"C Guy, JM Ratcliffe, N Mideo","The influence of bat ecology on viral diversity and reservoir status",2020,"Ecology and Evolution","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.6315","https://scholar.google.com/scholar?cites=15208409591287864815&as_sdt=2005&sciodt=2007&hl=en",34,"2025-01-07 12:13:53","","10.1002/ece3.6315","","",,,,,27,5.40,9,3,5,"… Using a machine learning approach, we identify the most important bat traits for predicting the richness of viruses they carry and examine if and how the importance of these traits …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.6315","https://scholar.google.com/scholar?q=related:711bF_IfD9MJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
55,"RV Blakey, EB Webb, DC Kesler, ...","Bats in a changing landscape: Linking occupancy and traits of a diverse montane bat community to fire regime",2019,"Ecology and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5121","https://scholar.google.com/scholar?cites=13904624015295355012&as_sdt=2005&sciodt=2007&hl=en",35,"2025-01-07 12:13:53","","10.1002/ece3.5121","","",,,,,55,9.17,14,4,6,"… and bat traits have not been studied. We evaluated relationships between bat occupancy, bat traits, … Our final bat dataset spanned 249 survey nights (83 sites for three nights each) and …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.5121","https://scholar.google.com/scholar?q=related:hJgLP98l98AJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
112,"S Pavoine","adiv: An r package to analyse biodiversity in ecology",2020,"Methods in Ecology and Evolution","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.13430","https://scholar.google.com/scholar?cites=8104179185433739827&as_sdt=2005&sciodt=2007&hl=en",36,"2025-01-07 12:13:53","","10.1111/2041-210X.13430","","",,,,,112,22.40,112,1,5,"… Applied to the bat dataset, this function shows that … , permutation test) to the bat dataset shows that the differences in the … (function evoCA) to the bat dataset with presence/absence data (…","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/2041-210X.13430","https://scholar.google.com/scholar?q=related:M4LkBwjUd3AJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
70,"CFR Wordley, M Sankaran, D Mudappa, ...","Bats in the Ghats: Agricultural intensification reduces functional diversity and increases trait filtering in a biodiversity hotspot in India",2017,"Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320717305566","https://scholar.google.com/scholar?cites=9404214653248721772&as_sdt=2005&sciodt=2007&hl=en",37,"2025-01-07 12:13:53","HTML","","","",,,,,70,8.75,18,4,8,"… We assess the degree to which functionally important bat traits are filtered in these different habitats, with the aim of identifying the traits that affect bats' sensitivity to agricultural …","https://www.sciencedirect.com/science/article/pii/S0006320717305566","https://scholar.google.com/scholar?q=related:bNNpxmZ7goIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"L Yohe, L Leiser-Miller, Z Kaliszewska, ...","Testing for niche partitioning and specialization in plant-frugivore interactions using generalized joint attribute modeling",2024,"Authorea …","advance.sagepub.com","https://advance.sagepub.com/doi/full/10.22541/au.170670872.27099290/v1","",38,"2025-01-07 12:13:53","","10.22541/au.170670872.27099290/v1","","",,,,,0,0.00,0,4,1,"… 291 Influence of bat traits on Piper proclivities 292 The sensitivity of bat traits and their influence on … 311 Bat functional traits 312 We modeled the scaling of bite force with head and body …","https://www.authorea.com/doi/pdf/10.22541/au.170670872.27099290","https://scholar.google.com/scholar?q=related:7ZU61fOEN90J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"LR Yohe, LB Leiser-Miller, ZA Kaliszewska, ...","Testing for reciprocal trait influence in plant-frugivore interactions using generalized joint attribute modeling",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.01.17.576112.abstract","",39,"2025-01-07 12:13:53","","10.1101/2024.01.17.576112.abstract","","",,,,,0,0.00,0,4,1,"… In support of the adaptive hypothesis and 54 indicating niche partitioning among Carollia bats, we find differential consumption of a suite of 55 Piper species influenced by bat traits such …","https://www.biorxiv.org/content/biorxiv/early/2024/01/22/2024.01.17.576112.full.pdf","https://scholar.google.com/scholar?q=related:uKia_bmU1MYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"DS Jacobs, A Bastian, DS Jacobs, A Bastian","Non-auditory Defences of Prey Against Bat Predation",2016,"Predator–Prey Interactions …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-32492-0_3","",40,"2025-01-07 12:13:53","","10.1007/978-3-319-32492-0_3","","",,,,,0,0.00,0,4,9,"… Here, we review the non-auditory adaptations of insects, including anti-bat traits such as body size… Finally, we also consider whether these apparent anti-bat traits could have evolved for …","","https://scholar.google.com/scholar?q=related:1GGB6h0qSm4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
10,"L Ancillotto, A Falanga, G Agostinetto, N Tommasi, ...","Predator-prey traits and foraging habitat shape the diet of a common insectivorous bat",2023,"Acta Oecologica","Elsevier","https://www.sciencedirect.com/science/article/pii/S1146609X23000024","https://scholar.google.com/scholar?cites=1237579502023857447&as_sdt=2005&sciodt=2007&hl=en",41,"2025-01-07 12:13:53","HTML","","","",,,,,10,5.00,2,5,2,"… We investigated the functional relationships between prey and bat traits by combining RLQ and fourth-corner analyses using the ade4 package for R (Dray and Siberchicot, 2017). Such …","https://www.sciencedirect.com/science/article/pii/S1146609X23000024","https://scholar.google.com/scholar?q=related:J9VvBwDELBEJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"J Juste","Estación Biológica de Doñana-CSIC, Mammal Collection",2020,"","digital.csic.es","https://digital.csic.es/handle/10261/256868","https://scholar.google.com/scholar?cites=3971455746552392196&as_sdt=2005&sciodt=2007&hl=en",42,"2025-01-07 12:13:53","","","","",,,,,1,0.20,1,1,5,"… The bat dataset is especially interesting by its specific diversity, comprises approximately 7,600 specimens representing 285 species belonging to 15 out of the 18 families recognized …","","https://scholar.google.com/scholar?q=related:BGpwtvVxHTcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
15,"R Novella-Fernandez, J Juste, C Ibañez, J Nogueras, ...","The role of forest structure and composition in driving the distribution of bats in Mediterranean regions",2022,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-022-07229-w","https://scholar.google.com/scholar?cites=3400700103297532036&as_sdt=2005&sciodt=2007&hl=en",43,"2025-01-07 12:13:53","HTML","","","",,,,,15,5.00,3,5,3,"… We obtained information on the bat traits that most directly relate to the environmental filters considered from the literature (Table S3). Roosting ecology links directly to dependency on …","https://www.nature.com/articles/s41598-022-07229-w","https://scholar.google.com/scholar?q=related:hACv7Lm2MS8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"D Kurtener, V Dragavtsev, E Krueger","Application of Fuzzy Sets Theory for Searching Area of Correlation between Breeding and Background Traits",,"","","","",44,"2025-01-07 12:13:53","CITATION","","","",,,,,0,0.00,0,3,,"","","https://scholar.google.com/scholar?q=related:0oiznIad9csJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"A Keese","Author Biographies,"" New Beginnings"" Volume 1, Issue 1.",2009,"","scholarworks.utrgv.edu","https://scholarworks.utrgv.edu/cgi/viewcontent.cgi?article=1061&context=jostes","",45,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,16,"Confluence, Kafla Intercontinental, Pegasus, IJOWLAC, The Journal, Promise, The Raven Chronicles, Yellow Bat Review, Poetcrit, Carved in Sand, Turning the Tide, Blue Collar Review…","https://scholarworks.utrgv.edu/cgi/viewcontent.cgi?article=1061&context=jostes","https://scholar.google.com/scholar?q=related:WZ_Z9_vL6wYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
7,"A González, V Dubut, E Corse, R Mekdad, T Dechatre, ...","VTAM: A robust pipeline for validating metabarcoding data using internal controls",2020,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.11.06.371187.abstract","https://scholar.google.com/scholar?cites=14237161020372174971&as_sdt=2005&sciodt=2007&hl=en",46,"2025-01-07 12:13:53","","10.1101/2020.11.06.371187.abstract","","",,,,,7,1.40,1,6,5,"… However, in the bat dataset, two expected variants had very low read abundance (2-18 reads/ replicate), which were in the range of the number of reads in the negative controls (ten out …","https://www.biorxiv.org/content/biorxiv/early/2020/11/19/2020.11.06.371187.full.pdf","https://scholar.google.com/scholar?q=related:e0hSLYSOlMUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"EA Eskew, KJ Olival, JAK Mazet, P Daszak, ...","A global-scale dataset of bat viral detection suggests that pregnancy reduces viral shedding",2024,"bioRxiv","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10925100/","",47,"2025-01-07 12:13:53","HTML","","","",,,,,0,0.00,0,5,1,"… After data cleaning and filtering, our final female bat dataset contained 9,694 cPCR test results from 1,252 individuals of 96 different host species (Table S1, Figures S1 &S3). These …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10925100/","https://scholar.google.com/scholar?q=related:MdhH2yfQf3gJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
74,"JJ Rubin, CA Hamilton, CJW McClure, BA Chadwell, ...","The evolution of anti-bat sensory illusions in moths",2018,"Science …","science.org","https://www.science.org/doi/abs/10.1126/sciadv.aar7428","https://scholar.google.com/scholar?cites=5976256506231447190&as_sdt=2005&sciodt=2007&hl=en",48,"2025-01-07 12:13:53","","10.1126/sciadv.aar7428","","",,,,,74,10.57,15,5,7,"… To test the mechanism underlying these anti-bat traits, we pit bats against three species of silk moths with experimentally altered hindwings that created a representative gradient of …","https://www.science.org/doi/full/10.1126/sciadv.aar7428","https://scholar.google.com/scholar?q=related:lt6K_KDt71IJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"SK Decker, KL Provost, BC Carstens","Bats of a feather: Range characteristics and wing morphology predict phylogeographic breaks in volant vertebrates",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.02.11.579809.abstract","",49,"2025-01-07 12:13:53","","10.1101/2024.02.11.579809.abstract","","",,,,,0,0.00,0,3,1,"… Across 50 random seeds, the out of bag (OOB) error rate for the bat dataset classifier ranged 237 between 0.3001–0.3974, with an average accuracy of 66.00% (table 1, supplementary …","https://www.biorxiv.org/content/biorxiv/early/2024/02/12/2024.02.11.579809.full.pdf","https://scholar.google.com/scholar?q=related:OVbfhNVjE4kJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"L Lopez-Toledo, DA Prieto-Torres, ...","Seasonally dry tropical forests: new insights for their knowledge and conservation",2024,"Frontiers in Forests …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/ffgc.2023.1350375/full","https://scholar.google.com/scholar?cites=10061476089847406291&as_sdt=2005&sciodt=2007&hl=en",50,"2025-01-07 12:13:53","HTML","10.3389/ffgc.2023.1350375","","",,,,,1,1.00,0,3,1,"… al. who found association between bat functional traits with landscape, climatic, and land-use intensity variables. Their findings provide insights into how bat functional traits also vary in …","https://www.frontiersin.org/articles/10.3389/ffgc.2023.1350375/full","https://scholar.google.com/scholar?q=related:095wGzKLoYsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
