trait,broaderTerm,narrowerTerm,relatedTerm,valueType,expectedUnit,factorLevels,maxAllowedValue,minAllowedValue,traitDescription,comments,source,fa_y
Foraging strategy,,,,categorical,.na,"Gleaning, Hover, Pounce",.na,.na,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Roost type,,,,categorical,.na,"Foliage, Bark or roots, Tree hole or termite nest, Man-made structures, Culvert or under large rocks, Cave, tunnels, mines or sewers",.na,.na,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Mass Mean,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Forearm length,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Greatest length of skull,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Condylobasal length,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Length of maxillary toothrow,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Breadth across upper molars,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Width across postorbital constriction,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Breadth of braincase,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Wing loading,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Aspect ratio,,,,numeric,,.na,,,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Trophic guilds,Diet,,,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, nectarivores, piscivores, sanguinivores",.na,.na,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
forearm length,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
greatest length of skull,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
condylobasal length,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
length of maxillary toothrow,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
breadth of post-orbital constriction,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
breadth of braincase,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
breadth across upper molars,,,,numeric,,.na,,,,response,10.1111/geb.12192,Gonçalvez-Souza_2023
Diet,,,,categorical,.na,"Fruit or plant, Nectar or pollen, Invertebrates, Vertebrates, Blood",.na,.na,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Foraging location,,,,categorical,.na,"Canopy, Subcanopy, Understory",.na,.na,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Foraging strategy,,,,categorical,.na,"Gleaning, Hover, Pounce",.na,.na,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Roost type,,,,categorical,.na,"Foliage, Bark or roots, Tree hole or termite nest, Man-made structures, Culvert or under large rocks, Cave, tunnels, mines or sewers",.na,.na,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Mass Mean,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Forearm length,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Greatest length of skull,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Condylobasal length,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Length of maxillary toothrow,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Breadth across upper molars,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Width across postorbital constriction,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Breadth of braincase,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Wing loading,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
Aspect ratio,,,,numeric,,.na,,,,response,10.1111/1365-2656.12201,Gonçalvez-Souza_2023
foraging habitat,,,,categorical,.na,"edge-low, edge-medium, edge-medium/high, edge-high, open-adapted, clutter-adapted",.na,.na,,response,10.1007/s10980-012-9842-0,Gonçalvez-Souza_2023
total activity level,,,,numeric,,.na,,,i.e. number of passes from all bat species including passes not identified to species level,response,10.1007/s10980-012-9842-0,Gonçalvez-Souza_2023
functional groups,,,,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores (those that glean vertebrates and invertebrates from surfaces such a leaves, tree 
trunks and the ground [3]), nectarivores, piscivores, sanguinivores.",.na,.na,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
forearm length,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
greatest length of skull,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
condylobasal length,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
length of maxillary toothrow,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
breadth of post-orbital constriction,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
breadth of braincase,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
breadth across upper molars,,,,numeric,,.na,,,,response,10.1371/journal.pone.0056853,Gonçalvez-Souza_2023
forearm length,,,,numeric,cm,.na,,,,response,10.1111/j.1365-2664.2012.02159.x,Gonçalvez-Souza_2023
wing loading (total body mass/wing area),,,,numeric,,.na,,,,response,10.1111/j.1365-2664.2012.02159.x,Gonçalvez-Souza_2023
aspect ratio (squared wing span/wing area),,,,numeric,,.na,,,,response,10.1111/j.1365-2664.2012.02159.x,Gonçalvez-Souza_2023
body mass,,,,numeric,g,.na,,,,response,10.1111/j.1365-2664.2012.02159.x,Gonçalvez-Souza_2023
echolocation frequency,,,,categorical,.na,"low = below 38 kHz, medium = 38–48 kHz, high = above 48 kHz, linear = vertically linear calls",.na,.na,,response,10.1111/j.1365-2664.2012.02159.x,Gonçalvez-Souza_2023
functional group,,,,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, high-flying insectivores, nectarivores, piscivores, sanguinivores",.na,.na,,response,10.1644/BWG-128,Gonçalvez-Souza_2023
Diet,,,,categorical,.na,"Anomala albopilosa, Other Coleoptera, Dictyoptera, Chironomidae, Other Diptera, Hemiptera, Hymenoptera, Lepidoptera, Orthoptera, Others
  ",.na,.na,,effect,10.3354/esr00156,Gonçalvez-Souza_2023
wing loading,,,,numeric,,.na,,,,effect,10.3354/esr00156,Gonçalvez-Souza_2023
aspect ratio,,,,numeric,,.na,,,,effect,10.3354/esr00156,Gonçalvez-Souza_2023
wingtip shape index,,,,numeric,,.na,,,,effect,10.3354/esr00156,Gonçalvez-Souza_2023
Trophic guilds,,,,categorical,.na,"carnívoros = consumen vertebrados terrestres regularmente, piscívoros = consumen principalmente peces, insectívoros aéreos = cazan insectos en el aire, insectívoros recolectores (Insectivorous gleaners) = capturan invertebrados de superficies, frugívoros = consumen principalmente frutas, nectarívoros = consumen principalmente recursos florales como néctar, polen y/o pétalos, omnívoros = consumen regularmente varios de los alimentos mencionados.",.na,.na,,both,10.17151/bccm.2017.21.1.8,Gonçalvez-Souza_2023
dietary habits,,,,categorical,.na,"IN-  Insectivore, FR- Frugivore, N- Nectarivore, S- Sanguinivore., n/d = no data",.na,.na,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
biomass,,,,numeric,g,.na,,,% B = Contribution of species to total Biomass,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
total length,,,,numeric,,.na,,,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
tail length,,,,numeric,,.na,,,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
hind foot length,,,,numeric,,.na,,,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
ear length,,,,numeric,,.na,,,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
forearm length,,,,numeric,,.na,,,,response,10.12933/therya-17-463,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"fruit, nectar, invertebrates, terrestrial vertebrates, fish, blood",.na,.na,,response,10.3390/D12060238,Gonçalvez-Souza_2023
foraging location,,,,categorical,.na,"open habitat, over water, above canopy, canopy, subcanopy, understory",.na,.na,,response,10.3390/D12060238,Gonçalvez-Souza_2023
foraging method,,,,categorical,.na,"aerial, gleaning, hover, other",.na,.na,,response,10.3390/D12060238,Gonçalvez-Souza_2023
body mass,body size,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
forearm length,body size,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
greatest length of the skull,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
condylobasal length,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
molar tooth row length,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
breadth across molars,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
post-orbital constriction,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
breadth of braincase,masticatory characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
wing aspect ratio,flight characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
wing loading,flight characteristics,,,numeric,,.na,,,,response,10.3390/D12060238,Gonçalvez-Souza_2023
Weight,,,,numeric,g,.na,,,Based on the average body mass of each species (g),response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
Size,,,,numeric,mm,.na,,,Based on the average forearm of each species (mm),response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
wing loading,,,,numeric,,.na,,,Based on the average of aspect ratio and relative wing loading of each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
aspect ratio,,,,numeric,,.na,,,Based on the average of aspect ratio and relative wing loading of each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
Invertebrates-general (Diet-Inv),Dietary specialization,,,numeric,,.na,,,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
blood of vertebrates (Diet-Vend),Dietary specialization,,,numeric,,.na,,,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
"Reptiles, snakes, amphibians, salamanders (Diet-Vect)",Dietary specialization,,,numeric,,.na,,,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
"Fruit, drupes (Diet-Fruit)",Dietary specialization,,,numeric,,.na,,,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
"Nectar, pollen, plant exudates, gums (Diet-Nect).",Dietary specialization,,,numeric,,.na,,,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Gonçalvez-Souza_2023
Weight,,,,numeric,g,.na,,,,response,10.3161/15081109ACC2018.20.1.009,Gonçalvez-Souza_2023
Feeding guild,,,,categorical,.na,"Nect= nectarivorous, Frug= frugivorous, Inset= insectivorous, Hema= hematophagous",.na,.na,,response,10.3161/15081109ACC2018.20.1.009,Gonçalvez-Souza_2023
Aspect ratio (ratio between wing span and width),,,,numeric,,.na,,,,response,10.3161/15081109ACC2018.20.1.009,Gonçalvez-Souza_2023
Type of shelterused,,,,categorical,.na,"Tr= tree, Cav=cave, Le=leaf, Build=buildings",.na,.na,,response,10.3161/15081109ACC2018.20.1.009,Gonçalvez-Souza_2023
