trait,broaderTerm,narrowerTerm,relatedTerm,valueType,expectedUnit,factorLevels,maxAllowedValue,minAllowedValue,traitDescription,comments,source,fa_y
terrestrial vertebrates,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
fish,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
blood,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
open habitat,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
above water,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
above canopy,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
canopy,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
subcanopy,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
understory,foraging location,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
aerial,foraging strategy,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
gleaning,foraging strategy,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
hover,foraging strategy,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
other,foraging strategy,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
mass,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
forearm length,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
greatest length of skull,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
condylobasal length,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
molar tooth row length,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
breadth across molars,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
post-orbital constriction,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
breadth of braincase,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
Aspect ratio,flight ability,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
wing loading,flight ability,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/2041-210X.12696,Scheiner_2017
forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.7717/peerj.3424,Briones-Salas_2017
weight,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.7717/peerj.3424,Briones-Salas_2017
diet,NA,NA,NA,categorical,.na,"insectivorous, frugivorous, hematophagous",.na,.na,NA,response,10.7717/peerj.3424,Briones-Salas_2017
flight heigth,NA,NA,NA,categorical,.na,"low, medium, high",.na,.na,NA,response,10.7717/peerj.3424,Briones-Salas_2017
echolocation call type,NA,NA,NA,categorical,.na,"N = no call, CF = constant frequency call, FM.QCF = frequency modulated call with a quasi-constant frequency tail, FMmult = multi-harmonic frequency modulated call, FM = frequency modulated call, Clk = click call",.na,.na,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
diet,NA,NA,NA,categorical,.na,"Fru = frugivore, Ins = insectivore, Car = insectivore and carnivore",.na,.na,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
frequency of maximum energy,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
wing aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
relative wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.03.026,Wordley_2017
forearm size,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
wingspan,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
total wing area,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
body weight,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
diet,NA,NA,NA,categorical,.na,"frugivorous 1, frugivorous 2, frugivorous 3, frugivorous 4, nectarivorous, insectivorous, hematophage",.na,.na,NA,response,10.1371/journal.pone.0166765,García-Morales_2016
conservation status,NA,NA,NA,categorical,.na,"Least Concern, Near-threatened, Vulnerable",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
biogeographical range,NA,NA,NA,categorical,.na,"Northern, Widespread, Southern",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
Diet specialisation,NA,NA,NA,categorical,.na,"Generalist, Intermediate, Specialist",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
foraging guild,NA,NA,NA,categorical,.na,"Gleaning, Mixed Gleaning/flying, Flying edge/close, Flying open",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
fecundity,NA,NA,NA,numeric,offspring,.na,3,1,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
nest or roost site location,NA,NA,NA,categorical,.na,"Building, Cave and rock, Tree",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
home range size,NA,NA,NA,numeric,ha,.na,NA,NA,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
migration status,NA,NA,NA,categorical,.na,"Resident, Short-distance migrant, Long-distance migrant",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
average birth date,breeding phenology,NA,NA,categorical,.na,"Before June, June, After June",.na,.na,NA,response,10.1007/s00442-016-3671-9,Charbonnier_2016
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2664.12490,Farneda_2015
trophic level,NA,NA,NA,categorical,.na,"animalivorous, phytophagous",.na,.na,NA,response,10.1111/1365-2664.12490,Farneda_2015
dietary specialization,NA,NA,NA,categorical,.na,"(1) low – two or more of the above categories of food items contributed > 10% to all food records, (2) intermediate – one single food item contributed > 90% to all food records, (3) high – restricted food category of one particular item of food.",.na,.na,"Food items were divided into six broad categories: (a) fruit, (b) nectar or pollen, (c) leaves, (d) arthropods, (e) blood, and (f) vertebrates. The percentage of the contribution of each food item to the total dietary records for each bat species was based on the literature (see Table S1 for a complete list of references). Species were assigned to three categories of dietary specialization: (1) low – two or more of the above categories of food items contributed > 10% to all food records; (2) intermediate – one single food item contributed > 90% to all food records; (3) high – restricted food category of one particular item of food.",response,10.1111/1365-2664.12490,Farneda_2015
vertical stratification,NA,NA,NA,categorical,.na,"(U) understory species, < 33% of all captures in canopy nets, (N) species without apparent preference, 33.1–66% of all captures in canopy nets, (C) canopy species, > 66.1% of all captures in canopy nets.",.na,.na,"Based on capture rate (bats per mnh) using the proportion of captures in ground vs. canopy nets in fragment interiors and continuous forest sites. For this, we considered only bats captured at heights > 6 m in canopy nets vs. < 3 m in ground nets. Species were assigned to three categories of vertical stratification: (U) understory species, < 33% of all captures in canopy nets; (N) species without apparent preference, 33.1–66% of all captures in canopy nets; (C) canopy species, > 66.1% of all captures in canopy nets.",response,10.1111/1365-2664.12490,Farneda_2015
mobility,NA,NA,NA,categorical,.na,"low, intermediate, high",.na,.na,"Based on the relationship between mean and maximum recapture distances (Fig. S3), using both recapture data obtained during our study and from the radio-tracking and mark-recapture literature (see Table S1 for a complete list of references). Species were grouped into three categories of mobility: low, intermediate, and high (see Fig. S3).",response,10.1111/1365-2664.12490,Farneda_2015
aspect ratio,wing morphology,NA,NA,numeric,NA,.na,NA,NA,"Considered measures of aspect ratio (wingspan2/wing area) and relative wing loading (wing loading [body mass multiplied by the gravitational acceleration, 9.81 ms2/wing area]/body mass0.33; see Norberg & Rayner 1987 and Norberg 1998). Calculations were made using the average of measurement values of up to five individuals of each species recorded in our study.",response,10.1111/1365-2664.12490,Farneda_2015
relative wing loading,wing morphology,NA,NA,numeric,NA,.na,NA,NA,"Considered measures of aspect ratio (wingspan2/wing area) and relative wing loading (wing loading [body mass multiplied by the gravitational acceleration, 9.81 ms2/wing area]/body mass0.33; see Norberg & Rayner 1987 and Norberg 1998). Calculations were made using the average of measurement values of up to five individuals of each species recorded in our study.",response,10.1111/1365-2664.12490,Farneda_2015
Diet,NA,NA,NA,categorical,.na,"Fruit or plant, Nectar or pollen, Invertebrates, Vertebrates, Blood",.na,.na,NA,response,10.1111/ddi.12277,Cisneros_2014
Foraging location,NA,NA,NA,categorical,.na,"Canopy, Subcanopy, Understory",.na,.na,NA,response,10.1111/ddi.12277,Cisneros_2014
Foraging strategy,NA,NA,NA,categorical,.na,"Gleaning, Hover, Pounce",.na,.na,NA,response,10.1111/ddi.12277,Cisneros_2014
Roost type,NA,NA,NA,categorical,.na,"Foliage, Bark or roots, Tree hole or termite nest, Man-made structures, Culvert or under large rocks, Cave, tunnels, mines or sewers",.na,.na,NA,response,10.1111/ddi.12277,Cisneros_2014
Mass Mean,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Greatest length of skull,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Condylobasal length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Length of maxillary toothrow,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Breadth across upper molars,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Width across postorbital constriction,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Breadth of braincase,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ddi.12277,Cisneros_2014
Trophic guilds,Diet,NA,NA,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, nectarivores, piscivores, sanguinivores",.na,.na,NA,response,10.1111/geb.12192,Stevens_2014
forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
greatest length of skull,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
condylobasal length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
length of maxillary toothrow,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
breadth of post-orbital constriction,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
breadth of braincase,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
breadth across upper molars,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/geb.12192,Stevens_2014
Diet,NA,NA,NA,categorical,.na,"Fruit or plant, Nectar or pollen, Invertebrates, Vertebrates, Blood",.na,.na,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Foraging location,NA,NA,NA,categorical,.na,"Canopy, Subcanopy, Understory",.na,.na,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Foraging strategy,NA,NA,NA,categorical,.na,"Gleaning, Hover, Pounce",.na,.na,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Roost type,NA,NA,NA,categorical,.na,"Foliage, Bark or roots, Tree hole or termite nest, Man-made structures, Culvert or under large rocks, Cave, tunnels, mines or sewers",.na,.na,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Mass Mean,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Greatest length of skull,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Condylobasal length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Length of maxillary toothrow,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Breadth across upper molars,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Width across postorbital constriction,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Breadth of braincase,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
Aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/1365-2656.12201,Cisneros_2014
foraging habitat,NA,NA,NA,categorical,.na,"edge-low, edge-medium, edge-medium/high, edge-high, open-adapted, clutter-adapted",.na,.na,NA,response,10.1007/s10980-012-9842-0,Luck_2013
total activity level,NA,NA,NA,numeric,NA,.na,NA,NA,i.e. number of passes from all bat species including passes not identified to species level,response,10.1007/s10980-012-9842-0,Luck_2013
functional groups,NA,NA,NA,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores (those that glean vertebrates and invertebrates from surfaces such a leaves, tree 
trunks and the ground [3]), nectarivores, piscivores, sanguinivores.",.na,.na,NA,response,10.1371/journal.pone.0056853,Stevens_2013
forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
greatest length of skull,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
condylobasal length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
length of maxillary toothrow,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
breadth of post-orbital constriction,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
breadth of braincase,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
breadth across upper molars,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1371/journal.pone.0056853,Stevens_2013
forearm length,NA,NA,NA,numeric,cm,.na,NA,NA,NA,response,10.1111/j.1365-2664.2012.02159.x,Hanspach_2012
wing loading (total body mass/wing area),NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/j.1365-2664.2012.02159.x,Hanspach_2012
aspect ratio (squared wing span/wing area),NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/j.1365-2664.2012.02159.x,Hanspach_2012
body mass,NA,NA,NA,numeric,g,.na,NA,NA,NA,response,10.1111/j.1365-2664.2012.02159.x,Hanspach_2012
echolocation frequency,NA,NA,NA,categorical,.na,"low = below 38 kHz, medium = 38–48 kHz, high = above 48 kHz, linear = vertically linear calls",.na,.na,NA,response,10.1111/j.1365-2664.2012.02159.x,Hanspach_2012
functional group,NA,NA,NA,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, high-flying insectivores, nectarivores, piscivores, sanguinivores",.na,.na,NA,response,10.1644/BWG-128,Stevens_2004
Diet,NA,NA,NA,categorical,.na,"Anomala albopilosa, Other Coleoptera, Dictyoptera, Chironomidae, Other Diptera, Hemiptera, Hymenoptera, Lepidoptera, Orthoptera, Others",.na,.na,NA,effect,10.3354/esr00156,Fukui_2009
wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,NA,effect,10.3354/esr00156,Fukui_2009
aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,NA,effect,10.3354/esr00156,Fukui_2009
wingtip shape index,NA,NA,NA,numeric,NA,.na,NA,NA,NA,effect,10.3354/esr00156,Fukui_2009
Trophic guilds,NA,NA,NA,categorical,.na,"carnívoros = consumen vertebrados terrestres regularmente, piscívoros = consumen principalmente peces, insectívoros aéreos = cazan insectos en el aire, insectívoros recolectores (Insectivorous gleaners) = capturan invertebrados de superficies, frugívoros = consumen principalmente frutas, nectarívoros = consumen principalmente recursos florales como néctar, polen y/o pétalos, omnívoros = consumen regularmente varios de los alimentos mencionados.",.na,.na,NA,both,10.17151/bccm.2017.21.1.8,Sánchez_2017
dietary habits,NA,NA,NA,categorical,.na,"IN-  Insectivore, FR- Frugivore, N- Nectarivore, S- Sanguinivore., n/d = no data",.na,.na,NA,response,10.12933/therya-17-463,Lucho_2017
biomass,NA,NA,NA,numeric,g,.na,NA,NA,% B = Contribution of species to total Biomass,response,10.12933/therya-17-463,Lucho_2017
total length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.12933/therya-17-463,Lucho_2017
tail length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.12933/therya-17-463,Lucho_2017
hind foot length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.12933/therya-17-463,Lucho_2017
ear length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.12933/therya-17-463,Lucho_2017
forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.12933/therya-17-463,Lucho_2017
diet,NA,NA,NA,categorical,.na,"fruit, nectar, invertebrates, terrestrial vertebrates, fish, blood",.na,.na,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
foraging location,NA,NA,NA,categorical,.na,"open habitat, over water, above canopy, canopy, subcanopy, understory",.na,.na,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
foraging method,NA,NA,NA,categorical,.na,"aerial, gleaning, hover, other",.na,.na,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
body mass,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
forearm length,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
greatest length of the skull,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
condylobasal length,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
molar tooth row length,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
breadth across molars,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
post-orbital constriction,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
breadth of braincase,masticatory characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
wing aspect ratio,flight characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
wing loading,flight characteristics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3390/D12060238,Carrasco-Rueda_2020
Weight,NA,NA,NA,numeric,g,.na,NA,NA,Based on the average body mass of each species (g),response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
Size,NA,NA,NA,numeric,mm,.na,NA,NA,Based on the average forearm of each species (mm),response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
wing loading,NA,NA,NA,numeric,NA,.na,NA,NA,Based on the average of aspect ratio and relative wing loading of each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,Based on the average of aspect ratio and relative wing loading of each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
Invertebrates-general (Diet-Inv),Dietary specialization,NA,NA,numeric,NA,.na,NA,NA,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
blood of vertebrates (Diet-Vend),Dietary specialization,NA,NA,numeric,NA,.na,NA,NA,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
"Reptiles, snakes, amphibians, salamanders (Diet-Vect)",Dietary specialization,NA,NA,numeric,NA,.na,NA,NA,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
"Fruit, drupes (Diet-Fruit)",Dietary specialization,NA,NA,numeric,NA,.na,NA,NA,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
"Nectar, pollen, plant exudates, gums (Diet-Nect).",Dietary specialization,NA,NA,numeric,NA,.na,NA,NA,Percentage of the contribution of each food item to the total dietary records for each species,response,10.31687/saremMN.19.26.1.0.09,Pereira_2019
Weight,NA,NA,NA,numeric,g,.na,NA,NA,NA,response,10.3161/15081109ACC2018.20.1.009,Coelho_2018
Feeding guild,NA,NA,NA,categorical,.na,"Nect= nectarivorous, Frug= frugivorous, Inset= insectivorous, Hema= hematophagous",.na,.na,NA,response,10.3161/15081109ACC2018.20.1.009,Coelho_2018
Aspect ratio (ratio between wing span and width),NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.3161/15081109ACC2018.20.1.009,Coelho_2018
Type of shelterused,NA,NA,NA,categorical,.na,"Tr= tree, Cav=cave, Le=leaf, Build=buildings",.na,.na,NA,response,10.3161/15081109ACC2018.20.1.009,Coelho_2018
